Age,Workclass,Education,Marital-status,Occupation,Relationship,Race,Gender,Hours-per-week,Native-country,Income,Encoded_Salary
32,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,0
27,Private,Less than Bachelor's,Separated,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K,0
43,Private,Bachelor's Degree,Divorced,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K,0
46,Private,Less than Bachelor's,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,>50K,1
41,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,1
59,Local-gov,Master's Degree,Divorced,Prof-specialty,Unmarried,White,Female,60,United-States,>50K,1
20,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,0
46,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K,0
45,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,0
29,Local-gov,Less than Bachelor's,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,45,United-States,<=50K,0
23,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,<=50K,0
46,Private,Less than Bachelor's,Never-married,Transport-moving,Not-in-family,White,Male,48,United-States,<=50K,0
58,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
38,Private,Bachelor's Degree,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Sales,Other-relative,White,Male,50,United-States,<=50K,0
26,Local-gov,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
42,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,1
61,Private,Less than Bachelor's,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,45,United-States,>50K,1
31,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,1
43,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0
47,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,1
51,State-gov,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,56,United-States,>50K,1
23,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,0
38,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
48,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,16,United-States,>50K,1
33,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,40,Philippines,<=50K,0
52,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
46,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,1
28,Private,Less than Bachelor's,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0
37,Private,Less than Bachelor's,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,30,Vietnam,<=50K,0
45,Local-gov,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,1
17,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,16,United-States,<=50K,0
56,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
38,Self-emp-inc,Less than Bachelor's,Divorced,Exec-managerial,Unmarried,White,Male,45,United-States,<=50K,0
81,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,10,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Own-child,White,Female,30,United-States,<=50K,0
43,State-gov,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
31,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0
42,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
50,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,1
31,Private,Less than Bachelor's,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0
35,Private,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0
36,Private,Bachelor's Degree,Separated,Other-service,Unmarried,Black,Female,35,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,<=50K,0
36,Private,Bachelor's Degree,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,0
50,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,0
55,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
29,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Other-service,Other-relative,Black,Female,30,Haiti,<=50K,0
39,Federal-gov,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K,1
34,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Divorced,Craft-repair,Unmarried,White,Female,55,United-States,<=50K,0
60,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Other,Male,32,United-States,>50K,1
33,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,1
58,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,40,El-Salvador,<=50K,0
27,Private,Less than Bachelor's,Separated,Sales,Not-in-family,White,Male,40,United-States,<=50K,0
46,State-gov,Less than Bachelor's,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0
63,Private,Less than Bachelor's,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0
38,Self-emp-not-inc,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,15,United-States,<=50K,0
29,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,1
31,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K,1
49,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
45,Self-emp-inc,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,1
42,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
48,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
49,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0
40,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
57,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,0
50,Private,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
46,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,1
35,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,28,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0
46,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Cambodia,>50K,1
40,Federal-gov,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K,1
54,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,United-States,>50K,1
28,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0
38,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
28,Private,Less than Bachelor's,Never-married,Priv-house-serv,Not-in-family,White,Female,40,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
31,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
27,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
45,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K,1
38,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
67,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,United-States,>50K,1
75,Private,Master's Degree,Never-married,Protective-serv,Not-in-family,White,Male,16,United-States,<=50K,0
41,Private,Master's Degree,Divorced,Exec-managerial,Unmarried,Black,Female,60,United-States,>50K,1
37,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,1
47,Private,Less than Bachelor's,Never-married,Exec-managerial,Own-child,White,Female,50,Cuba,<=50K,0
34,Local-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Mexico,>50K,1
25,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
52,Private,Less than Bachelor's,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
27,State-gov,Less than Bachelor's,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,0
35,Private,Less than Bachelor's,Never-married,Farming-fishing,Not-in-family,Other,Male,40,Puerto-Rico,<=50K,0
44,Local-gov,Less than Bachelor's,Married-civ-spouse,Other-service,Other-relative,White,Female,35,Mexico,<=50K,0
27,Local-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,>50K,1
42,Private,Less than Bachelor's,Never-married,Tech-support,Not-in-family,White,Male,33,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,38,El-Salvador,<=50K,0
23,Private,Less than Bachelor's,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K,0
28,Private,Less than Bachelor's,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0
38,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
28,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,50,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0
56,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,50,Columbia,<=50K,0
30,Private,Less than Bachelor's,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,<=50K,0
48,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0
38,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Cuba,>50K,1
24,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,0
47,State-gov,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
29,Private,Less than Bachelor's,Never-married,Prof-specialty,Other-relative,White,Female,40,United-States,<=50K,0
45,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
40,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
28,Local-gov,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Trinadad&Tobago,>50K,1
46,Federal-gov,Bachelor's Degree,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,>50K,1
32,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Other-service,Unmarried,White,Male,35,Mexico,<=50K,0
46,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,0
59,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,>50K,1
31,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0
48,Private,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0
34,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,0
29,Private,Bachelor's Degree,Never-married,Prof-specialty,Own-child,White,Male,50,United-States,<=50K,0
54,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
36,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,<=50K,0
43,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,1
46,Federal-gov,Bachelor's Degree,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,1
33,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,1
33,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,45,United-States,<=50K,0
36,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
37,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,1
45,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
28,Private,Bachelor's Degree,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Priv-house-serv,Own-child,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0
58,Self-emp-not-inc,Less than Bachelor's,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
36,Private,Bachelor's Degree,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,0
46,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Other-service,Unmarried,Black,Male,40,United-States,<=50K,0
52,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,White,Female,45,United-States,<=50K,0
33,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,1
60,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
39,Private,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,White,Male,38,United-States,<=50K,0
45,Private,Bachelor's Degree,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0
37,Local-gov,Less than Bachelor's,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,0
53,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,66,United-States,<=50K,0
46,State-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0
39,Private,Master's Degree,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0
48,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,1
38,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Black,Male,48,United-States,<=50K,0
36,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0
53,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Unmarried,Black,Female,56,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,0
64,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,0
34,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
41,Local-gov,Bachelor's Degree,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0
34,Private,Less than Bachelor's,Divorced,Exec-managerial,Unmarried,White,Female,38,United-States,<=50K,0
22,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0
43,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
36,Private,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0
47,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,1
33,Private,Less than Bachelor's,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0
27,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Never-married,Tech-support,Not-in-family,White,Male,70,United-States,<=50K,0
24,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Own-child,White,Female,40,United-States,<=50K,0
47,Local-gov,Less than Bachelor's,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
48,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
28,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0
33,Local-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
44,Private,Bachelor's Degree,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,1
33,Local-gov,Bachelor's Degree,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,0
22,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0
34,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,1
31,Self-emp-inc,Less than Bachelor's,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K,0
38,Local-gov,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
51,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,1
36,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,54,United-States,>50K,1
64,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,>50K,1
24,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Own-child,White,Male,55,United-States,<=50K,0
21,State-gov,Less than Bachelor's,Never-married,Exec-managerial,Own-child,White,Female,20,United-States,<=50K,0
28,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,1
41,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
17,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,0
58,Private,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,1
50,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,8,United-States,<=50K,0
30,Private,Less than Bachelor's,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,40,Mexico,<=50K,0
47,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0
50,Federal-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K,0
29,Private,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,55,Scotland,<=50K,0
31,Self-emp-not-inc,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
40,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,>50K,1
31,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Female,60,United-States,<=50K,0
53,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
43,Private,Bachelor's Degree,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0
56,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,1
38,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,1
18,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,0
50,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
78,Private,Less than Bachelor's,Widowed,Sales,Unmarried,White,Female,12,United-States,<=50K,0
27,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0
24,State-gov,Bachelor's Degree,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K,0
25,Private,Master's Degree,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,<=50K,0
34,Private,Bachelor's Degree,Divorced,Sales,Not-in-family,White,Female,50,United-States,>50K,1
30,Self-emp-inc,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K,0
37,Federal-gov,Master's Degree,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
38,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,>50K,1
67,Without-pay,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,12,Philippines,<=50K,0
35,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K,0
75,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,0
47,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,<=50K,0
23,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0
51,Federal-gov,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K,0
42,Local-gov,Less than Bachelor's,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Wife,White,Female,32,United-States,>50K,1
54,Private,Less than Bachelor's,Separated,Sales,Unmarried,White,Female,35,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K,0
39,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
41,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,>50K,1
35,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0
45,Local-gov,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,>50K,1
27,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0
61,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,>50K,1
41,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,0
55,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,1
25,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Other-relative,Black,Female,35,United-States,<=50K,0
67,Self-emp-inc,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,United-States,<=50K,0
44,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,1
42,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,1
29,Local-gov,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,Other,Male,40,Ecuador,<=50K,0
48,Private,Less than Bachelor's,Never-married,Craft-repair,Unmarried,White,Female,38,United-States,>50K,1
25,Private,Less than Bachelor's,Never-married,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K,0
